ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
487,אפילו רבנן שרו.  תא שמע דאמר ^רב יהודה אמר שמואל^ של בית רבי היו מקריבין,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,56882,56899,16A,56882,1394,2763
491,רב חסדא ואמרי לה אמר ^רב חנן בר רבא אמר רב^ חיה גסה הרי היא כבהמה,רב חנן בר רבא,רב חנן בר רבא,רב חנן בר רבא,רב,רב,רב,רב-רב חנן בר רבא, אמר ,אמר,1,Avodah Zarah,57535,57554,16A,57535,1327,2578
507,לרב אסי דיתיב וקאמר אמר ^רב חמא בר גוריא משמיה דרב^ חיה גסה הרי היא כבהמה,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא,דרב,רב,רב,רב-רב חמא בר גוריא, משמיה ,משמיה,1,Avodah Zarah,59198,59222,16B,59198,1175,2578
508,ומינך תסתיים שמעתא.  איתמר נמי אמר ^רבי זירא אמר רב אסי^ אמר רבה בר ירמיה אמר,רבי זירא,רבי זירא,רבי זירא,רב אסי,רב אסי,רב אסי,רב אסי-רבי זירא, אמר ,אמר,1,Avodah Zarah,59370,59388,16B,59370,1017,534
509,נמי אמר רבי זירא אמר ^רב אסי אמר רבה בר ירמיה^ אמר רב חמא בר גוריא,רב אסי,רב אסי,רב אסי,רבה בר ירמיה,רבה בר ירמיה,רבה בר ירמיה,רב אסי-רבה בר ירמיה, אמר ,אמר,1,Avodah Zarah,59383,59405,16B,59383,534,2608
510,זירא אמר רב אסי אמר ^רבה בר ירמיה אמר רב חמא בר גוריא^ אמר רב חיה גסה הרי,רבה בר ירמיה,רבה בר ירמיה,רבה בר ירמיה,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא-רבה בר ירמיה, אמר ,אמר,1,Avodah Zarah,59394,59425,16B,59394,2608,1175
511,אמר רבה בר ירמיה אמר ^רב חמא בר גוריא אמר רב^ חיה גסה הרי היא כבהמה,רב חמא בר גוריא,רב חמא בר גוריא,רב חמא בר גוריא,רב,רב,רב,רב-רב חמא בר גוריא, אמר ,אמר,1,Avodah Zarah,59411,59432,16B,59411,1175,2578
512,דקה לפירכוס.  אין בונין כו׳ אמר ^רבה בר בר חנה אמר רבי יוחנן^ שלש בסילקאות הן של מלכים,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,59488,59514,16B,59488,2594,1570
517,מינות והרשות איכא דאמרי אמר ^רב חסדא אמר מר עוקבא^ קול גיהנם צועקת ואומרת הביאו,רב חסדא,רב חסדא,רב חסדא,מר עוקבא,מר עוקבא,מר עוקבא,מר עוקבא-רב חסדא, אמר ,אמר,1,Avodah Zarah,61265,61284,17A,61265,1345,2423
528,לומר ובתורתו יהגה יומם ולילה.  אמר ^רב שמואל בר נחמני אמר רבי יונתן^ אשרי האיש אשר לא הלך,רב שמואל בר נחמני,רב שמואל בר נחמני,רב שמואל בר נחמני,רבי יונתן,רבי יונתן,רבי יונתן בן אלעזר איש הבירה,רב שמואל בר נחמני-רבי יונתן בן אלעזר איש הבירה, אמר ,אמר,1,Avodah Zarah,70817,70847,18B,70817,21272,1624
529,איש ולא אשרי אשה אמר ^רב עמרם אמר רב^ אשרי מי שעושה תשובה כשהוא,רב עמרם,רב עמרם,רב עמרם,רב,רב,רב,רב-רב עמרם, אמר ,אמר,1,Avodah Zarah,71212,71225,19A,71212,2445,2578
536,מבורך ולבסוף ונוזלים מתוך בארך.  אמר ^רבא אמר רב סחורה^ אמר רב הונא מאי דכתיב,רבא,רבא,רבא,רב סחורה,רב סחורה,רב סחורה,רב סחורה-רבא, אמר ,אמר,1,Avodah Zarah,72536,72551,19A,72536,2582,2364
537,ונוזלים מתוך בארך.  אמר רבא אמר ^רב סחורה אמר רב הונא^ מאי דכתיב הון מהבל ימעט,רב סחורה,רב סחורה,רב סחורה,רב הונא,רב הונא,רב הונא,רב הונא-רב סחורה, אמר ,אמר,1,Avodah Zarah,72544,72563,19A,72544,2364,895
538,יצחק אנא עבידתה וקיים בידי.  אמר ^רב שיזבי משמיה דרבי אלעזר בן עזריה^ מאי דכתיב לא יחרך רמיה,רב שיזבי,רב שיזבי,רב שיזבי,דרבי אלעזר בן עזריה,רבי אלעזר בן עזריה,רבי אלעזר בן עזריה,רב שיזבי-רבי אלעזר בן עזריה, משמיה ,משמיה,1,Avodah Zarah,72751,72784,19A,72751,2716,465
539,כן הרשעים כי אם וגו׳.  אמר ^רבי אבא אמר רב הונא^ אמר רב מאי דכתיב כי,רבי אבא,רבי אבא,רבי אבא,רב הונא,רב הונא,רב הונא,רב הונא-רבי אבא, אמר ,אמר,1,Avodah Zarah,73589,73607,19B,73589,6,895
540,אם וגו׳.  אמר רבי אבא אמר ^רב הונא אמר רב^ מאי דכתיב כי רבים חללים,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Avodah Zarah,73601,73614,19B,73601,895,2578
541,התם בשוין.  ועלהו לא יבול אמר ^רב אחא בר אדא אמר רב^ ואמרי לה אמר רב אחא,רב אחא בר אדא,רב אחא בר אדא,רב אחא בר אדא,רב,רב,רב,רב-רב אחא בר אדא, אמר ,אמר,1,Avodah Zarah,73795,73814,19B,73795,265,2578
543,אמר רב ואמרי לה אמר ^רב אחא בר אבא אמר רב המנונא^ אמר רב שאפילו שיחת חולין,רב אחא בר אבא,רב אחא בר אבא,רב אחא בר אבא,רב המנונא,רב המנונא,רב המנונא,רב אחא בר אבא-רב המנונא, אמר ,אמר,1,Avodah Zarah,73829,73855,19B,73829,261,977
544,רב אחא בר אבא אמר ^רב המנונא אמר רב^ שאפילו שיחת חולין של תלמידי,רב המנונא,רב המנונא,רב המנונא,רב,רב,רב,רב-רב המנונא, אמר ,אמר,1,Avodah Zarah,73847,73862,19B,73847,977,2578
545,שמעמידין בה עבודה זרה אמר ^רבי אלעזר אמר רבי יוחנן^ אם בנה שכרו מותר פשיטא,רבי אלעזר,רבי אלעזר,רבי אלעזר בן פדת,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אלעזר בן פדת-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,74756,74778,19B,74756,467,1570
551, של  אשה אמר ^רב יהודה אמר שמואל^ אפילו שטוחין על גבי כותל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,77305,77322,20B,77305,1394,2763
563,טעמא כיון דמרחק לא גזרינן.  אמר ^רב יהודה אמר שמואל^ הלכה כרבי יוסי אמר רב,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,80668,80685,21A,80668,1394,2763
565,רב יהודה אמר שמואל הלכה ^כרבי יוסי אמר רב יוסף^ ובלבד שלא יעשנה שכונה וכמה,כרבי יוסי,רבי יוסי,רבי יוסי בן חלפתא,רב יוסף,רב יוסף,רב יוסף בר חייא,רב יוסף בר חייא-רבי יוסי בן חלפתא, אמר ,אמר,1,Avodah Zarah,80692,80712,21A,80692,1657,1764
571,אלא רובע ונרבע לחוש אמר ^רב תחליפא אמר רב שילא בר אבינא^ משמיה דרב גוי חס על,רב תחליפא,רב תחליפא,רב תחליפא,רב שילא בר אבינא,רב שילא בר אבינא,רב שילא בר אבינא,רב שילא בר אבינא-רב תחליפא, אמר ,אמר,1,Avodah Zarah,82750,82779,22B,82750,2948,2725
572,לחוש אמר רב תחליפא אמר ^רב שילא בר אבינא משמיה דרב^ גוי חס על בהמתו שלא,רב שילא בר אבינא,רב שילא בר אבינא,רב שילא בר אבינא,דרב,רב,רב,רב-רב שילא בר אבינא, משמיה ,משמיה,1,Avodah Zarah,82764,82789,22B,82764,2725,2578
574,עופות מאי תא שמע דאמר ^רב יהודה אמר שמואל^ משום רבי חנינא אני ראיתי,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,83855,83872,22B,83855,1394,2763
575,שמע דאמר רב יהודה אמר ^שמואל משום רבי חנינא^ אני ראיתי גוי שלקח אווז,שמואל,שמואל,שמואל,רבי חנינא,רבי חנינא,רבי חנינא בר חמא,רבי חנינא בר חמא-שמואל, משום ,משום,1,Avodah Zarah,83868,83887,22B,83868,2763,1212
580,כדרב יהודה אמר רב דאמר ^רב יהודה אמר רב^ הניח עליהן עודה של שקין,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Avodah Zarah,84712,84726,23A,84712,1394,2578
583,יקחו.  וכי תימא הכי נמי והאמר ^רב יהודה אמר שמואל^ שאלו את רבי אליעזר עד,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,86356,86373,23B,86356,1394,2763
587,רבי אליעזר אוסר.  הניחא לרבא דאמר ^רבא אמר רב נחמן^ מחלוקת כשנרבעו כשהן מוקדשין אבל,רבא,רבא,רבא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב נחמן בר יעקב-רבא, אמר ,אמר,1,Avodah Zarah,87408,87422,24A,87408,2582,2285
596,שמש וגו׳ מאי וישרנה אמר ^רבי יוחנן משום רבי מאיר^ שאמרו שירה ורב זוטרא בר,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי מאיר,רבי מאיר,רבי מאיר,רבי יוחנן-רבי מאיר, משום ,משום,1,Avodah Zarah,90012,90034,24B,90012,1570,2068
599,ואמרו שירה.  ומאי שירה אמרו אמר ^רבי יוחנן משום רבי מאיר^ אז ישיר משה ובני ישראל,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי מאיר,רבי מאיר,רבי מאיר,רבי יוחנן-רבי מאיר, משום ,משום,1,Avodah Zarah,90127,90149,24B,90127,1570,2068
602,הישר מאי ספר הישר אמר ^רבי חייא בר אבא אמר רבי יוחנן^ זה ספר אברהם יצחק ויעקב,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,90849,90877,25A,90849,1091,1570
604,הישר מאי ספר הישר אמר ^רבי חייא בר אבא אמר רבי יוחנן^ זה ספר אברהם יצחק ויעקב,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,92415,92443,25A,92415,1091,1570
605,מתייחדת עם שני אנשים ואמר ^רב יהודה אמר שמואל^ לא שנו אלא בכשרים אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Avodah Zarah,93540,93557,25B,93540,1394,2763
610,אחותי מחתינן אסוקי מיבעי אמר ^רב יוסף בר חמא אמר רב ששת^ לא נצרכא שאם היתה מעלה,רב יוסף בר חמא,רב יוסף בר חמא,רב יוסף בר חמא,רב ששת,רב ששת,רב ששת,רב יוסף בר חמא-רב ששת, אמר ,אמר,1,Avodah Zarah,97470,97494,26B,97470,1772,2938
624,ריבדא דכוסילתא לא מתסינן מינייהו.  אמר ^רב חסדא אמר מר עוקבא^ אבל אם אמר לו סם,רב חסדא,רב חסדא,רב חסדא,מר עוקבא,מר עוקבא,מר עוקבא,מר עוקבא-רב חסדא, אמר ,אמר,1,Avodah Zarah,100343,100362,27A,100343,1345,2423
625,ואתא ההוא גברא לאורועי נפשיה.  אמר ^רבא אמר רבי יוחנן^ ואמרי לה אמר רב חסדא,רבא,רבא,רבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבא-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,100515,100531,27B,100515,2582,1570
627,רבי יוחנן ואמרי לה אמר ^רב חסדא אמר רבי יוחנן^ ספק חי ספק מת אין,רב חסדא,רב חסדא,רב חסדא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב חסדא-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,100546,100566,27B,100546,1345,1570
632,ולא תחללו את שם קדשי.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ כל מכה שמחללין עליה את,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,101606,101632,27B,101606,2594,1570
633,מתרפאין מהן ואיכא דאמרי אמר ^רבה בר בר חנה אמר רבי יוחנן^ כל,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,101694,101720,27B,101694,2594,1570
634,גב היד וגב הרגל דאמר ^רב אדא בר מתנה אמר רב^ גב היד וגב הרגל הרי,רב אדא בר מתנה,רב אדא בר מתנה,רב אדא בר מתנה,רב,רב,רב,רב-רב אדא בר מתנה, אמר ,אמר,1,Avodah Zarah,101807,101827,28A,101807,207,2578
635,חלל ומחללין עליהן את השבת.  אמר ^רב זוטרא בר טוביה אמר רב^ כל מכה שצריכה אומד מחללין,רב זוטרא בר טוביה,רב זוטרא בר טוביה,רב זוטרא בר טוביא,רב,רב,רב,רב-רב זוטרא בר טוביא, אמר ,אמר,1,Avodah Zarah,101892,101915,28A,101892,1006,2578
636,מחללין עליה את השבת אמר ^רב שמן בר אבא אמר רבי יוחנן^ והאי אישתא צמירתא כמכה של,רב שמן בר אבא,רב שמן בר אבא,רבי שמעון בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי יוחנן-רבי שמעון בר אבא, אמר ,אמר,1,Avodah Zarah,101960,101986,28A,101960,2839,1570
641,יוחנן היכי עביד הכי והאמר ^רבה בר בר חנה אמר רבי יוחנן^ כל מכה שמחללין עליה את,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Avodah Zarah,103113,103139,28A,103113,2594,1570
651,וסימנך רטיבא ליבשתא ויבשתא לרטיבא.  אמר ^רבה בר זוטרא אמר רבי חנינא^ מעלין אזנים בשבת תני רב,רבה בר זוטרא,רבה בר זוטרא,רבה בר זוטרא,רבי חנינא,רבי חנינא,רבי חנינא בר חמא,רבה בר זוטרא-רבי חנינא בר חמא, אמר ,אמר,1,Avodah Zarah,105261,105286,28B,105261,21369,1212
